name,rating,rate_date,nations,rank
A. Flintoff,288,09/03/2000,ENG,82
Younus Khan,284,09/03/2000,PAK,83
N.V. Knight,277,09/03/2000,ENG,84
Wajahatullah Wasti,277,09/03/2000,PAK,84
D.L. Vettori,274,09/03/2000,NZ,86
C.Z. Harris,271,09/03/2000,NZ,87
W.P.U.J.C. Vaas,263,09/03/2000,SL,88
H.H. Streak,244,09/03/2000,ZIM,89
Naved Ashraf,241,09/03/2000,PAK,90
D.S. Lehmann,236,09/03/2000,AUS,91
N.A.M. McLean,233,09/03/2000,WI,92
D.W. Fleming,233,09/03/2000,AUS,92
Rashid Latif,230,09/03/2000,PAK,94
D.G. Cork,223,09/03/2000,ENG,95
A.R. Caddick,219,09/03/2000,ENG,96
B. Lee,219,09/03/2000,AUS,96
S.B. Doull,218,09/03/2000,NZ,98
C.B. Wishart,216,09/03/2000,ZIM,99
J. Srinath,211,09/03/2000,IND,100
B.C. Lara,892,12/03/2000,WI,1
S.R. Tendulkar,862,12/03/2000,IND,2
S.R. Waugh,833,12/03/2000,AUS,3
R.T. Ponting,815,12/03/2000,AUS,4
Saeed Anwar,804,12/03/2000,PAK,5
P.A. de Silva,778,12/03/2000,SL,6
N. Hussain,734,12/03/2000,ENG,7
J.L. Langer,727,12/03/2000,AUS,8
A.J. Stewart,727,12/03/2000,ENG,8
J.H. Kallis,714,12/03/2000,SA,10
D.J. Cullinan,713,12/03/2000,SA,11
M.J. Slater,703,12/03/2000,AUS,12
A. Flower,703,12/03/2000,ZIM,12
G. Kirsten,679,12/03/2000,SA,14
R. Dravid,661,12/03/2000,IND,15
Inzamam-ul-Haq,652,12/03/2000,PAK,16
"Ijaz Ahmed, sen.",639,12/03/2000,PAK,17
S.P. Fleming,638,12/03/2000,NZ,18
M.E. Waugh,633,12/03/2000,AUS,19
N.J. Astle,631,12/03/2000,NZ,20
S.C. Ganguly,624,12/03/2000,IND,21
A.C. Gilchrist,621,12/03/2000,AUS,22
C.D. McMillan,611,12/03/2000,NZ,23
S. Chanderpaul,603,12/03/2000,WI,24
S. Ramesh,599,12/03/2000,IND,25
C.L. Hooper,587,12/03/2000,WI,26
M.W. Goodwin,582,12/03/2000,ZIM,27
S.L. Campbell,581,12/03/2000,WI,28
D.P.M.D. Jayawardena,580,12/03/2000,SL,29
M.A. Atherton,579,12/03/2000,ENG,30
S.T. Jayasuriya,572,12/03/2000,SL,31
G.P. Thorpe,566,12/03/2000,ENG,32
G.S. Blewett,560,12/03/2000,AUS,33
Mohammad Yousuf,558,12/03/2000,PAK,34
L. Klusener,551,12/03/2000,SA,35
A. Ranatunga,551,12/03/2000,SL,35
J.N. Rhodes,550,12/03/2000,SA,37
C.L. Cairns,547,12/03/2000,NZ,38
M.R. Ramprakash,541,12/03/2000,ENG,39
M.S. Atapattu,526,12/03/2000,SL,40
J.C. Adams,524,12/03/2000,WI,41
Aamir Sohail,521,12/03/2000,PAK,42
M.J. Horne,518,12/03/2000,NZ,43
H.P. Tillekeratne,517,12/03/2000,SL,44
R.P. Arnold,513,12/03/2000,SL,45
M.V. Boucher,500,12/03/2000,SA,46
H.H. Gibbs,485,12/03/2000,SA,47
M.A. Butcher,475,12/03/2000,ENG,48
G.W. Flower,473,12/03/2000,ZIM,49
Moin Khan,466,12/03/2000,PAK,50
A.F.G. Griffith,466,12/03/2000,WI,50
R.D. Jacobs,462,12/03/2000,WI,52
G.A. Hick,457,12/03/2000,ENG,53
J.P. Crawley,455,12/03/2000,ENG,54
S.M. Pollock,454,12/03/2000,SA,55
G.J. Whittall,451,12/03/2000,ZIM,56
V.V.S. Laxman,445,12/03/2000,IND,57
Azhar Mahmood,438,12/03/2000,PAK,58
Mohammad Wasim,431,12/03/2000,PAK,59
N.C. Johnson,426,12/03/2000,ZIM,60
R.S. Kaluwitharana,424,12/03/2000,SL,61
M.S. Sinclair,422,12/03/2000,NZ,62
A.C. Parore,418,12/03/2000,NZ,63
M.T.G. Elliott,417,12/03/2000,AUS,64
C.M. Spearman,416,12/03/2000,NZ,65
A.D.R. Campbell,407,12/03/2000,ZIM,66
S.C. Williams,396,12/03/2000,WI,67
M.P. Vaughan,385,12/03/2000,ENG,68
Wasim Akram,383,12/03/2000,PAK,69
Shahid Afridi,378,12/03/2000,PAK,70
N. Boje,378,12/03/2000,SA,70
P.A. Strang,353,12/03/2000,ZIM,72
G.J. Rennie,349,12/03/2000,ZIM,73
J.R. Murray,331,12/03/2000,WI,74
N.R. Mongia,326,12/03/2000,IND,75
T.M. Dilshan,326,12/03/2000,SL,75
A.J. Tudor,317,12/03/2000,ENG,77
A. Kumble,302,12/03/2000,IND,78
D.J. Nash,299,12/03/2000,NZ,79
S.K. Warne,295,12/03/2000,AUS,80
H.D.P.K. Dharmasena,294,12/03/2000,SL,81
A. Flintoff,288,12/03/2000,ENG,82
Younus Khan,284,12/03/2000,PAK,83
N.V. Knight,277,12/03/2000,ENG,84
Wajahatullah Wasti,277,12/03/2000,PAK,84
D.L. Vettori,274,12/03/2000,NZ,86
C.Z. Harris,271,12/03/2000,NZ,87
W.P.U.J.C. Vaas,263,12/03/2000,SL,88
H.H. Streak,244,12/03/2000,ZIM,89
Naved Ashraf,241,12/03/2000,PAK,90
D.S. Lehmann,236,12/03/2000,AUS,91
N.A.M. McLean,233,12/03/2000,WI,92
D.W. Fleming,233,12/03/2000,AUS,92
Rashid Latif,230,12/03/2000,PAK,94
D.G. Cork,223,12/03/2000,ENG,95
A.R. Caddick,219,12/03/2000,ENG,96
B. Lee,219,12/03/2000,AUS,96
S.B. Doull,218,12/03/2000,NZ,98
C.B. Wishart,216,12/03/2000,ZIM,99
J. Srinath,211,12/03/2000,IND,100
B.C. Lara,892,18/03/2000,WI,1
S.R. Tendulkar,862,18/03/2000,IND,2
R.T. Ponting,807,18/03/2000,AUS,3
S.R. Waugh,803,18/03/2000,AUS,4
Saeed Anwar,796,18/03/2000,PAK,5
P.A. de Silva,770,18/03/2000,SL,6
J.L. Langer,742,18/03/2000,AUS,7
Inzamam-ul-Haq,734,18/03/2000,PAK,8
N. Hussain,734,18/03/2000,ENG,8
A.J. Stewart,727,18/03/2000,ENG,10
J.H. Kallis,714,18/03/2000,SA,11
D.J. Cullinan,713,18/03/2000,SA,12
A. Flower,703,18/03/2000,ZIM,13
G. Kirsten,679,18/03/2000,SA,14
M.J. Slater,671,18/03/2000,AUS,15
M.E. Waugh,662,18/03/2000,AUS,16
R. Dravid,661,18/03/2000,IND,17
C.D. McMillan,651,18/03/2000,NZ,18
N.J. Astle,643,18/03/2000,NZ,19
A.C. Gilchrist,638,18/03/2000,AUS,20
S.C. Ganguly,624,18/03/2000,IND,21
S.P. Fleming,621,18/03/2000,NZ,22
"Ijaz Ahmed, sen.",610,18/03/2000,PAK,23
S. Chanderpaul,603,18/03/2000,WI,24
S. Ramesh,599,18/03/2000,IND,25
C.L. Hooper,587,18/03/2000,WI,26
M.W. Goodwin,582,18/03/2000,ZIM,27
S.L. Campbell,581,18/03/2000,WI,28
M.A. Atherton,579,18/03/2000,ENG,29
G.P. Thorpe,566,18/03/2000,ENG,30
C.L. Cairns,557,18/03/2000,NZ,31
D.P.M.D. Jayawardena,556,18/03/2000,SL,32
S.T. Jayasuriya,553,18/03/2000,SL,33
L. Klusener,551,18/03/2000,SA,34
J.N. Rhodes,550,18/03/2000,SA,35
A. Ranatunga,546,18/03/2000,SL,36
G.S. Blewett,543,18/03/2000,AUS,37
M.R. Ramprakash,541,18/03/2000,ENG,38
Mohammad Yousuf,535,18/03/2000,PAK,39
J.C. Adams,524,18/03/2000,WI,40
H.P. Tillekeratne,512,18/03/2000,SL,41
R.P. Arnold,508,18/03/2000,SL,42
M.S. Atapattu,502,18/03/2000,SL,43
M.V. Boucher,500,18/03/2000,SA,44
M.J. Horne,489,18/03/2000,NZ,45
H.H. Gibbs,485,18/03/2000,SA,46
Moin Khan,483,18/03/2000,PAK,47
M.A. Butcher,475,18/03/2000,ENG,48
G.W. Flower,473,18/03/2000,ZIM,49
A.F.G. Griffith,466,18/03/2000,WI,50
R.D. Jacobs,462,18/03/2000,WI,51
M.S. Sinclair,460,18/03/2000,NZ,52
G.A. Hick,457,18/03/2000,ENG,53
Shahid Afridi,456,18/03/2000,PAK,54
J.P. Crawley,455,18/03/2000,ENG,55
S.M. Pollock,454,18/03/2000,SA,56
G.J. Whittall,451,18/03/2000,ZIM,57
V.V.S. Laxman,445,18/03/2000,IND,58
R.S. Kaluwitharana,437,18/03/2000,SL,59
Azhar Mahmood,434,18/03/2000,PAK,60
Mohammad Wasim,427,18/03/2000,PAK,61
N.C. Johnson,426,18/03/2000,ZIM,62
A.C. Parore,421,18/03/2000,NZ,63
M.T.G. Elliott,413,18/03/2000,AUS,64
A.D.R. Campbell,407,18/03/2000,ZIM,65
S.C. Williams,396,18/03/2000,WI,66
C.M. Spearman,394,18/03/2000,NZ,67
M.P. Vaughan,385,18/03/2000,ENG,68
Wasim Akram,379,18/03/2000,PAK,69
N. Boje,378,18/03/2000,SA,70
P.A. Strang,353,18/03/2000,ZIM,71
G.J. Rennie,349,18/03/2000,ZIM,72
Younus Khan,334,18/03/2000,PAK,73
J.R. Murray,331,18/03/2000,WI,74
N.R. Mongia,326,18/03/2000,IND,75
A.J. Tudor,317,18/03/2000,ENG,76
T.M. Dilshan,310,18/03/2000,SL,77
A. Kumble,302,18/03/2000,IND,78
D.J. Nash,296,18/03/2000,NZ,79
H.D.P.K. Dharmasena,291,18/03/2000,SL,80
S.K. Warne,289,18/03/2000,AUS,81
A. Flintoff,288,18/03/2000,ENG,82
W.P.U.J.C. Vaas,278,18/03/2000,SL,83
N.V. Knight,277,18/03/2000,ENG,84
Wajahatullah Wasti,274,18/03/2000,PAK,85
D.L. Vettori,272,18/03/2000,NZ,86
C.Z. Harris,268,18/03/2000,NZ,87
D.R. Martyn,245,18/03/2000,AUS,88
H.H. Streak,244,18/03/2000,ZIM,89
D.S. Lehmann,234,18/03/2000,AUS,90
N.A.M. McLean,233,18/03/2000,WI,91
D.W. Fleming,231,18/03/2000,AUS,92
Rashid Latif,228,18/03/2000,PAK,93
D.G. Cork,223,18/03/2000,ENG,94
S.B. Doull,222,18/03/2000,NZ,95
A.R. Caddick,219,18/03/2000,ENG,96
C.B. Wishart,216,18/03/2000,ZIM,97
J. Srinath,211,18/03/2000,IND,98
C.E.L. Ambrose,205,18/03/2000,WI,99
R.D.B. Croft,200,18/03/2000,ENG,100
B.C. Lara,883,23/03/2000,WI,1
S.R. Tendulkar,862,23/03/2000,IND,2
R.T. Ponting,807,23/03/2000,AUS,3
S.R. Waugh,803,23/03/2000,AUS,4
Saeed Anwar,796,23/03/2000,PAK,5
P.A. de Silva,770,23/03/2000,SL,6
A. Flower,750,23/03/2000,ZIM,7
J.L. Langer,742,23/03/2000,AUS,8
N. Hussain,734,23/03/2000,ENG,9
Inzamam-ul-Haq,734,23/03/2000,PAK,9
A.J. Stewart,727,23/03/2000,ENG,11
J.H. Kallis,714,23/03/2000,SA,12
D.J. Cullinan,713,23/03/2000,SA,13
G. Kirsten,679,23/03/2000,SA,14
M.J. Slater,671,23/03/2000,AUS,15
M.E. Waugh,662,23/03/2000,AUS,16
R. Dravid,661,23/03/2000,IND,17
C.D. McMillan,651,23/03/2000,NZ,18
N.J. Astle,643,23/03/2000,NZ,19
A.C. Gilchrist,638,23/03/2000,AUS,20
S.C. Ganguly,624,23/03/2000,IND,21
S.P. Fleming,621,23/03/2000,NZ,22
S. Chanderpaul,615,23/03/2000,WI,23
"Ijaz Ahmed, sen.",610,23/03/2000,PAK,24
S. Ramesh,599,23/03/2000,IND,25
C.L. Hooper,581,23/03/2000,WI,26
S.L. Campbell,580,23/03/2000,WI,27
M.A. Atherton,579,23/03/2000,ENG,28
M.W. Goodwin,568,23/03/2000,ZIM,29
G.P. Thorpe,566,23/03/2000,ENG,30
C.L. Cairns,557,23/03/2000,NZ,31
D.P.M.D. Jayawardena,556,23/03/2000,SL,32
S.T. Jayasuriya,553,23/03/2000,SL,33
L. Klusener,551,23/03/2000,SA,34
J.N. Rhodes,550,23/03/2000,SA,35
A. Ranatunga,546,23/03/2000,SL,36
G.S. Blewett,543,23/03/2000,AUS,37
M.R. Ramprakash,541,23/03/2000,ENG,38
Mohammad Yousuf,535,23/03/2000,PAK,39
J.C. Adams,526,23/03/2000,WI,40
H.P. Tillekeratne,512,23/03/2000,SL,41
R.P. Arnold,508,23/03/2000,SL,42
M.S. Atapattu,502,23/03/2000,SL,43
M.V. Boucher,500,23/03/2000,SA,44
M.J. Horne,489,23/03/2000,NZ,45
H.H. Gibbs,485,23/03/2000,SA,46
Moin Khan,483,23/03/2000,PAK,47
M.A. Butcher,475,23/03/2000,ENG,48
G.W. Flower,469,23/03/2000,ZIM,49
M.S. Sinclair,460,23/03/2000,NZ,50
G.A. Hick,457,23/03/2000,ENG,51
Shahid Afridi,456,23/03/2000,PAK,52
J.P. Crawley,455,23/03/2000,ENG,53
S.M. Pollock,454,23/03/2000,SA,54
G.J. Whittall,446,23/03/2000,ZIM,55
V.V.S. Laxman,445,23/03/2000,IND,56
R.S. Kaluwitharana,437,23/03/2000,SL,57
Azhar Mahmood,434,23/03/2000,PAK,58
R.D. Jacobs,429,23/03/2000,WI,59
Mohammad Wasim,427,23/03/2000,PAK,60
A.C. Parore,421,23/03/2000,NZ,61
M.T.G. Elliott,413,23/03/2000,AUS,62
A.F.G. Griffith,406,23/03/2000,WI,63
C.M. Spearman,394,23/03/2000,NZ,64
S.C. Williams,393,23/03/2000,WI,65
N.C. Johnson,387,23/03/2000,ZIM,66
M.P. Vaughan,385,23/03/2000,ENG,67
A.D.R. Campbell,384,23/03/2000,ZIM,68
Wasim Akram,379,23/03/2000,PAK,69
N. Boje,378,23/03/2000,SA,70
P.A. Strang,349,23/03/2000,ZIM,71
G.J. Rennie,345,23/03/2000,ZIM,72
Younus Khan,334,23/03/2000,PAK,73
J.R. Murray,328,23/03/2000,WI,74
N.R. Mongia,326,23/03/2000,IND,75
W.W. Hinds,321,23/03/2000,WI,76
A.J. Tudor,317,23/03/2000,ENG,77
T.M. Dilshan,310,23/03/2000,SL,78
A. Kumble,302,23/03/2000,IND,79
D.J. Nash,296,23/03/2000,NZ,80
H.D.P.K. Dharmasena,291,23/03/2000,SL,81
S.K. Warne,289,23/03/2000,AUS,82
A. Flintoff,288,23/03/2000,ENG,83
W.P.U.J.C. Vaas,278,23/03/2000,SL,84
N.V. Knight,277,23/03/2000,ENG,85
Wajahatullah Wasti,274,23/03/2000,PAK,86
D.L. Vettori,272,23/03/2000,NZ,87
C.Z. Harris,268,23/03/2000,NZ,88
D.R. Martyn,245,23/03/2000,AUS,89
H.H. Streak,245,23/03/2000,ZIM,89
T.R. Gripper,239,23/03/2000,ZIM,91
D.S. Lehmann,234,23/03/2000,AUS,92
D.W. Fleming,231,23/03/2000,AUS,93
N.A.M. McLean,230,23/03/2000,WI,94
Rashid Latif,228,23/03/2000,PAK,95
D.G. Cork,223,23/03/2000,ENG,96
S.B. Doull,222,23/03/2000,NZ,97
A.R. Caddick,219,23/03/2000,ENG,98
C.B. Wishart,214,23/03/2000,ZIM,99
J. Srinath,211,23/03/2000,IND,100
B.C. Lara,874,30/03/2000,WI,1
S.R. Tendulkar,862,30/03/2000,IND,2
S.R. Waugh,835,30/03/2000,AUS,3
R.T. Ponting,799,30/03/2000,AUS,4
Saeed Anwar,796,30/03/2000,PAK,5
P.A. de Silva,770,30/03/2000,SL,6
A. Flower,745,30/03/2000,ZIM,7
N. Hussain,734,30/03/2000,ENG,8
Inzamam-ul-Haq,734,30/03/2000,PAK,8
J.L. Langer,729,30/03/2000,AUS,10
A.J. Stewart,727,30/03/2000,ENG,11
J.H. Kallis,714,30/03/2000,SA,12
D.J. Cullinan,713,30/03/2000,SA,13
M.J. Slater,700,30/03/2000,AUS,14
G. Kirsten,679,30/03/2000,SA,15
R. Dravid,661,30/03/2000,IND,16
M.E. Waugh,657,30/03/2000,AUS,17
N.J. Astle,646,30/03/2000,NZ,18
S.P. Fleming,628,30/03/2000,NZ,19
S.C. Ganguly,624,30/03/2000,IND,20
C.L. Cairns,623,30/03/2000,NZ,21
M.W. Goodwin,614,30/03/2000,ZIM,22
C.D. McMillan,612,30/03/2000,NZ,23
A.C. Gilchrist,612,30/03/2000,AUS,23
"Ijaz Ahmed, sen.",610,30/03/2000,PAK,25
S. Chanderpaul,602,30/03/2000,WI,26
S. Ramesh,599,30/03/2000,IND,27
S.L. Campbell,587,30/03/2000,WI,28
M.A. Atherton,579,30/03/2000,ENG,29
C.L. Hooper,575,30/03/2000,WI,30
G.P. Thorpe,566,30/03/2000,ENG,31
J.C. Adams,563,30/03/2000,WI,32
D.P.M.D. Jayawardena,556,30/03/2000,SL,33
S.T. Jayasuriya,553,30/03/2000,SL,34
L. Klusener,551,30/03/2000,SA,35
J.N. Rhodes,550,30/03/2000,SA,36
A. Ranatunga,546,30/03/2000,SL,37
M.R. Ramprakash,541,30/03/2000,ENG,38
Mohammad Yousuf,535,30/03/2000,PAK,39
H.P. Tillekeratne,512,30/03/2000,SL,40
R.P. Arnold,508,30/03/2000,SL,41
M.S. Atapattu,502,30/03/2000,SL,42
M.V. Boucher,500,30/03/2000,SA,43
H.H. Gibbs,485,30/03/2000,SA,44
Moin Khan,483,30/03/2000,PAK,45
M.A. Butcher,475,30/03/2000,ENG,46
M.J. Horne,464,30/03/2000,NZ,47
G.A. Hick,457,30/03/2000,ENG,48
Shahid Afridi,456,30/03/2000,PAK,49
J.P. Crawley,455,30/03/2000,ENG,50
S.M. Pollock,454,30/03/2000,SA,51
G.W. Flower,446,30/03/2000,ZIM,52
V.V.S. Laxman,445,30/03/2000,IND,53
A.C. Parore,444,30/03/2000,NZ,54
G.J. Whittall,442,30/03/2000,ZIM,55
R.S. Kaluwitharana,437,30/03/2000,SL,56
Azhar Mahmood,434,30/03/2000,PAK,57
R.D. Jacobs,427,30/03/2000,WI,58
Mohammad Wasim,427,30/03/2000,PAK,58
A.F.G. Griffith,420,30/03/2000,WI,60
M.T.G. Elliott,409,30/03/2000,AUS,61
C.M. Spearman,401,30/03/2000,NZ,62
N.C. Johnson,390,30/03/2000,ZIM,63
S.C. Williams,389,30/03/2000,WI,64
M.P. Vaughan,385,30/03/2000,ENG,65
Wasim Akram,379,30/03/2000,PAK,66
A.D.R. Campbell,378,30/03/2000,ZIM,67
N. Boje,378,30/03/2000,SA,67
M.S. Sinclair,361,30/03/2000,NZ,69
P.A. Strang,346,30/03/2000,ZIM,70
G.J. Rennie,342,30/03/2000,ZIM,71
D.R. Martyn,335,30/03/2000,AUS,72
Younus Khan,334,30/03/2000,PAK,73
N.R. Mongia,326,30/03/2000,IND,74
J.R. Murray,324,30/03/2000,WI,75
A.J. Tudor,317,30/03/2000,ENG,76
T.M. Dilshan,310,30/03/2000,SL,77
A. Kumble,302,30/03/2000,IND,78
D.J. Nash,293,30/03/2000,NZ,79
H.D.P.K. Dharmasena,291,30/03/2000,SL,80
A. Flintoff,288,30/03/2000,ENG,81
S.K. Warne,283,30/03/2000,AUS,82
W.P.U.J.C. Vaas,278,30/03/2000,SL,83
N.V. Knight,277,30/03/2000,ENG,84
D.L. Vettori,276,30/03/2000,NZ,85
Wajahatullah Wasti,274,30/03/2000,PAK,86
W.W. Hinds,266,30/03/2000,WI,87
C.Z. Harris,265,30/03/2000,NZ,88
H.H. Streak,236,30/03/2000,ZIM,89
D.S. Lehmann,232,30/03/2000,AUS,90
D.W. Fleming,228,30/03/2000,AUS,91
N.A.M. McLean,228,30/03/2000,WI,91
Rashid Latif,228,30/03/2000,PAK,91
D.G. Cork,223,30/03/2000,ENG,94
A.R. Caddick,219,30/03/2000,ENG,95
C.B. Wishart,212,30/03/2000,ZIM,96
T.R. Gripper,211,30/03/2000,ZIM,97
J. Srinath,211,30/03/2000,IND,97
S.V. Carlisle,210,30/03/2000,ZIM,99
R.D.B. Croft,200,30/03/2000,ENG,100
B.C. Lara,874,06/04/2000,WI,1
S.R. Tendulkar,862,06/04/2000,IND,2
S.R. Waugh,820,06/04/2000,AUS,3
Saeed Anwar,796,06/04/2000,PAK,4
R.T. Ponting,791,06/04/2000,AUS,5
P.A. de Silva,770,06/04/2000,SL,6
J.L. Langer,749,06/04/2000,AUS,7
A. Flower,745,06/04/2000,ZIM,8
Inzamam-ul-Haq,734,06/04/2000,PAK,9
N. Hussain,734,06/04/2000,ENG,9
A.J. Stewart,727,06/04/2000,ENG,11
J.H. Kallis,714,06/04/2000,SA,12
D.J. Cullinan,713,06/04/2000,SA,13
G. Kirsten,679,06/04/2000,SA,14
C.D. McMillan,675,06/04/2000,NZ,15
M.J. Slater,667,06/04/2000,AUS,16
C.L. Cairns,664,06/04/2000,NZ,17
R. Dravid,661,06/04/2000,IND,18
A.C. Gilchrist,647,06/04/2000,AUS,19
M.E. Waugh,640,06/04/2000,AUS,20
N.J. Astle,628,06/04/2000,NZ,21
S.C. Ganguly,624,06/04/2000,IND,22
S.P. Fleming,616,06/04/2000,NZ,23
M.W. Goodwin,614,06/04/2000,ZIM,24
"Ijaz Ahmed, sen.",610,06/04/2000,PAK,25
S. Chanderpaul,602,06/04/2000,WI,26
S. Ramesh,599,06/04/2000,IND,27
S.L. Campbell,587,06/04/2000,WI,28
M.A. Atherton,579,06/04/2000,ENG,29
C.L. Hooper,575,06/04/2000,WI,30
G.P. Thorpe,566,06/04/2000,ENG,31
J.C. Adams,563,06/04/2000,WI,32
D.P.M.D. Jayawardena,556,06/04/2000,SL,33
S.T. Jayasuriya,553,06/04/2000,SL,34
L. Klusener,551,06/04/2000,SA,35
J.N. Rhodes,550,06/04/2000,SA,36
A. Ranatunga,546,06/04/2000,SL,37
M.R. Ramprakash,541,06/04/2000,ENG,38
Mohammad Yousuf,535,06/04/2000,PAK,39
H.P. Tillekeratne,512,06/04/2000,SL,40
R.P. Arnold,508,06/04/2000,SL,41
M.S. Atapattu,502,06/04/2000,SL,42
M.V. Boucher,500,06/04/2000,SA,43
H.H. Gibbs,485,06/04/2000,SA,44
Moin Khan,483,06/04/2000,PAK,45
M.A. Butcher,475,06/04/2000,ENG,46
G.A. Hick,457,06/04/2000,ENG,47
Shahid Afridi,456,06/04/2000,PAK,48
J.P. Crawley,455,06/04/2000,ENG,49
S.M. Pollock,454,06/04/2000,SA,50
A.C. Parore,447,06/04/2000,NZ,51
G.W. Flower,446,06/04/2000,ZIM,52
V.V.S. Laxman,445,06/04/2000,IND,53
G.J. Whittall,442,06/04/2000,ZIM,54
M.J. Horne,439,06/04/2000,NZ,55
R.S. Kaluwitharana,437,06/04/2000,SL,56
Azhar Mahmood,434,06/04/2000,PAK,57
R.D. Jacobs,427,06/04/2000,WI,58
Mohammad Wasim,427,06/04/2000,PAK,58
C.M. Spearman,421,06/04/2000,NZ,60
A.F.G. Griffith,420,06/04/2000,WI,61
M.T.G. Elliott,405,06/04/2000,AUS,62
D.R. Martyn,402,06/04/2000,AUS,63
N.C. Johnson,390,06/04/2000,ZIM,64
S.C. Williams,389,06/04/2000,WI,65
M.P. Vaughan,385,06/04/2000,ENG,66
M.S. Sinclair,382,06/04/2000,NZ,67
Wasim Akram,379,06/04/2000,PAK,68
A.D.R. Campbell,378,06/04/2000,ZIM,69
N. Boje,378,06/04/2000,SA,69
P.A. Strang,346,06/04/2000,ZIM,71
G.J. Rennie,342,06/04/2000,ZIM,72
Younus Khan,334,06/04/2000,PAK,73
N.R. Mongia,326,06/04/2000,IND,74
J.R. Murray,324,06/04/2000,WI,75
A.J. Tudor,317,06/04/2000,ENG,76
T.M. Dilshan,310,06/04/2000,SL,77
A. Kumble,302,06/04/2000,IND,78
H.D.P.K. Dharmasena,291,06/04/2000,SL,79
D.J. Nash,290,06/04/2000,NZ,80
A. Flintoff,288,06/04/2000,ENG,81
S.K. Warne,279,06/04/2000,AUS,82
W.P.U.J.C. Vaas,278,06/04/2000,SL,83
N.V. Knight,277,06/04/2000,ENG,84
Wajahatullah Wasti,274,06/04/2000,PAK,85
D.L. Vettori,273,06/04/2000,NZ,86
W.W. Hinds,266,06/04/2000,WI,87
C.Z. Harris,262,06/04/2000,NZ,88
H.H. Streak,236,06/04/2000,ZIM,89
D.S. Lehmann,229,06/04/2000,AUS,90
N.A.M. McLean,228,06/04/2000,WI,91
Rashid Latif,228,06/04/2000,PAK,91
D.W. Fleming,226,06/04/2000,AUS,93
D.G. Cork,223,06/04/2000,ENG,94
A.R. Caddick,219,06/04/2000,ENG,95
C.B. Wishart,212,06/04/2000,ZIM,96
T.R. Gripper,211,06/04/2000,ZIM,97
J. Srinath,211,06/04/2000,IND,97
S.V. Carlisle,210,06/04/2000,ZIM,99
R.D.B. Croft,200,06/04/2000,ENG,100
B.C. Lara,866,12/05/2000,WI,1
S.R. Tendulkar,862,12/05/2000,IND,2
S.R. Waugh,820,12/05/2000,AUS,3
R.T. Ponting,791,12/05/2000,AUS,4
Saeed Anwar,788,12/05/2000,PAK,5
Inzamam-ul-Haq,778,12/05/2000,PAK,6
P.A. de Silva,770,12/05/2000,SL,7
J.L. Langer,749,12/05/2000,AUS,8
A. Flower,745,12/05/2000,ZIM,9
N. Hussain,734,12/05/2000,ENG,10
A.J. Stewart,727,12/05/2000,ENG,11
J.H. Kallis,714,12/05/2000,SA,12
D.J. Cullinan,713,12/05/2000,SA,13
G. Kirsten,679,12/05/2000,SA,14
C.D. McMillan,675,12/05/2000,NZ,15
M.J. Slater,667,12/05/2000,AUS,16
C.L. Cairns,664,12/05/2000,NZ,17
R. Dravid,661,12/05/2000,IND,18
A.C. Gilchrist,647,12/05/2000,AUS,19
M.E. Waugh,640,12/05/2000,AUS,20
N.J. Astle,628,12/05/2000,NZ,21
S.C. Ganguly,624,12/05/2000,IND,22
S. Chanderpaul,618,12/05/2000,WI,23
S.P. Fleming,616,12/05/2000,NZ,24
M.W. Goodwin,614,12/05/2000,ZIM,25
"Ijaz Ahmed, sen.",604,12/05/2000,PAK,26
S. Ramesh,599,12/05/2000,IND,27
M.A. Atherton,579,12/05/2000,ENG,28
S.L. Campbell,571,12/05/2000,WI,29
C.L. Hooper,570,12/05/2000,WI,30
G.P. Thorpe,566,12/05/2000,ENG,31
J.C. Adams,557,12/05/2000,WI,32
D.P.M.D. Jayawardena,556,12/05/2000,SL,33
S.T. Jayasuriya,553,12/05/2000,SL,34
L. Klusener,551,12/05/2000,SA,35
J.N. Rhodes,550,12/05/2000,SA,36
A. Ranatunga,546,12/05/2000,SL,37
M.R. Ramprakash,541,12/05/2000,ENG,38
Mohammad Yousuf,517,12/05/2000,PAK,39
H.P. Tillekeratne,512,12/05/2000,SL,40
R.P. Arnold,508,12/05/2000,SL,41
M.S. Atapattu,502,12/05/2000,SL,42
M.V. Boucher,500,12/05/2000,SA,43
H.H. Gibbs,485,12/05/2000,SA,44
M.A. Butcher,475,12/05/2000,ENG,45
Moin Khan,472,12/05/2000,PAK,46
G.A. Hick,457,12/05/2000,ENG,47
J.P. Crawley,455,12/05/2000,ENG,48
S.M. Pollock,454,12/05/2000,SA,49
Shahid Afridi,451,12/05/2000,PAK,50
A.C. Parore,447,12/05/2000,NZ,51
G.W. Flower,446,12/05/2000,ZIM,52
V.V.S. Laxman,445,12/05/2000,IND,53
G.J. Whittall,442,12/05/2000,ZIM,54
M.J. Horne,439,12/05/2000,NZ,55
R.S. Kaluwitharana,437,12/05/2000,SL,56
A.F.G. Griffith,433,12/05/2000,WI,57
Azhar Mahmood,429,12/05/2000,PAK,58
C.M. Spearman,421,12/05/2000,NZ,59
R.D. Jacobs,413,12/05/2000,WI,60
Mohammad Wasim,408,12/05/2000,PAK,61
M.T.G. Elliott,405,12/05/2000,AUS,62
